K,INERCIA,SILUETA
2,33.503371971124714,0.6701154016395026
3,19.364872545761607,0.3200384945401389
4,12.607350398214816,0.35803869564423463
5,8.057095696193354,0.32529827072177775
6,5.089209611474298,0.3557273388906336
7,3.545757556371457,0.3908772628906885
8,2.417429967138636,0.37394581137897914
