DPTO_NORM,NOMBRE_CARRERA,MODALIDAD,AREA_FRASCATI,AREA_ESTRATEGICA,EJES_ESTRATEGICOS
ALTO PARAGUAY,EDUCACION ESCOLAR BASICA,PRESENCIAL,Ciencias Sociales,EDUCACION,EDUCACION
ALTO PARAGUAY,ADMINISTRACIÓN AGROPECUARIOS,PRESENCIAL,Ciencias Sociales,GANADERIA,GANADERIA
ALTO PARANA,ADMINISTRACION,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA Y COMERCIO EXTERIOR,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA Y COMERCIO EXTERIOR,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA Y COMERCIO EXTERIOR,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA Y COMERCIO EXTERIOR,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA Y COMERCIO EXTERIOR,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA Y COMERCIO EXTERIOR,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA Y COMERCIO EXTERIOR,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION ADUANERA Y COMERCIO INTERNACIONAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION BANCARIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION BANCARIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION BANCARIA Y FINANCIERA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION COOPERATIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION COOPERATIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION COOPERATIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION COOPERATIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION COOPERATIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION COOPERATIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION COOPERATIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,SEMIPRESENCIAL_DISTANCIA,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION DE NEGOCIOS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION EMPRESARIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION HOSPITALARIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION HOTELERA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACIÓN DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACIÓN DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACIÓN DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACIÓN PÚBLICA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA CONTABLE,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA CONTABLE,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA GUBERNAMENTAL CON ENFASIS EN MODELO ESTANDAR DE CONTROL INTERNO - MECIP,PRESENCIAL,,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA IMPOSITIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA IMPOSITIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA Y CONTROL DE GESTION,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA Y CONTROL DE GESTION,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA Y CONTROL DE GESTION,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,AUDITORIA Y TRIBUTACION,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,Auditoría y Gestión Ambiental,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,"CAPACITACIÓN ""HERRAMIENTAS PRÁCTICAS PARA LA ENSEÑANZA DEL PRINCIPIO FINANCIERO""",PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS ADMINISTRATIVAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS ADMINISTRATIVAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES Y ADMINISTRATIVAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES Y ADMINISTRATIVAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES Y AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES Y AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES Y AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES Y AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CIENCIAS CONTABLES Y AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONSTRUCCION DE HISTORIAS ECONOMICAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONSTRUCCION DE HISTORIAS ECONOMICAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD DIGITAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTABILIDAD Y AUDITORIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTADOR PUBLICO NACIONAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTADOR PUBLICO NACIONAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTADURIA PUBLICA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTADURIA PUBLICA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTADURIA PUBLICA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTADURIA PUBLICA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTRALORIA Y CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,CONTRALORIA Y CONTABILIDAD,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,COOPERATIVISMO,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,COOPERATIVISMO,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,DIRECCION Y ADMINISTRACION DE EMPRESAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ECONOMIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ECONOMIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ECONOMIA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ECONOMIA Y ADMINISTRACION,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,FINANZAS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,GESTION DE VENTAS Y ESTRATEGIAS COMERCIALES,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,GESTION EMPRESARIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,GESTION Y ADMINISTRACION DE RECURSOS HUMANOS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,GESTION Y ADMINISTRACION EMPRESARIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,GESTION Y ADMINISTRACION EMPRESARIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,GESTION Y AUDITORIA AMBIENTAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,Gestión cooperativa - Cooerativismo,PRESENCIAL,,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,IMPUESTOS,PRESENCIAL,,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,IMPUESTOS Y ASESORIA IMPOSITIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,IMPUESTOS Y ASESORIA IMPOSITIVA,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,IMPUESTOS Y PROCEDIMIENTOS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,IMPUESTOS Y PROCEDIMIENTOS,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,SEMIPRESENCIAL_DISTANCIA,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,INGENIERIA COMERCIAL,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,TALLER AUXILIAR CONTABLE Y ADMINISTRATIVO,PRESENCIAL,Ciencias Sociales,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,TALLER DE GESTION COOPERATIVA,PRESENCIAL,,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,TECNICAS DE NEGOCIACION,PRESENCIAL,,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,TECNICAS DE NEGOCIACION,PRESENCIAL,,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,TECNICATURA EN COOPERATIVISMO,PRESENCIAL,,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,TECNICATURA EN GESTION COOPERATIVA - COOPERATIVISMO,PRESENCIAL,,ADMINISTRACION,"ADMINISTRACION, COMERCIO"
ALTO PARANA,ADMINISTRACION AGROINDUSTRIAL,PRESENCIAL,Ciencias Sociales,AGROINDUSTRIA,AGROINDUSTRIA
ALTO PARANA,ADMINISTRACION DE EMPRESAS AGROINDUSTRIALES,PRESENCIAL,Ciencias Sociales,AGROINDUSTRIA,AGROINDUSTRIA
ALTO PARANA,ADMINISTRACION AGRARIA,PRESENCIAL,Ciencias Sociales,AGRONOMIA,AGRONOMIA
