DPTO_NORM,NOMBRE_CARRERA,MODALIDAD,AREA_FRASCATI,AREA_ESTRATEGICA,EJES_ESTRATEGICOS
CAAGUAZU,ENTRENAMIENTO PERSONAL,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,Estimulación Temprana y Desarrollo Infantil,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,FUTBOL DE CAMPO,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,Fortaleciendo el aprendizaje a lo largo de la vida,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,GESTION DEPORTIVA,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,GESTION DEPORTIVA,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,GESTION DEPORTIVA,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,IMPLANTOLOGIA ORAL,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CAAGUAZU,INCURSIONANDO HACIA LAS NTIC,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,INGLÉS,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,INGLÉS,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,INGLÉS,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,INVESTIGACIONES,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,INVESTIGACIONES,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,INVESTIGACIONES,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,Jaikuaarekavo,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,La EPJA y sus desafíos,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,MASAJE ESTETICO,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,MATEMATICA,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAGUAZU,METODOLOGÍA DE LA INVESTIGACIÓN CIENTIFICA,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CAAGUAZU,METODOLOGÍA DE LA INVESTIGACIÓN CIENTIFICA,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CAAGUAZU,METODOLOGÍA Y TÉCNICAS DE LA INVETIGACIÓN CIENTÍFICA,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,MUSICA,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CAAGUAZU,PERIODISMO,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,PERIODISMO DEPORTIVO,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,POLITICA Y RELACIONES INTERNACIONALES,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,PREPARACIÓN FÍSICA DEPORTIVA Y ENTRENAMIENTO PERSONALIZADO,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAGUAZU,PREPARACIÓN FÍSICA DEPORTIVA Y ENTRENAMIENTO PERSONALIZADO,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAGUAZU,PREPARADOR FISICO Y DIRECTOR TECNICO,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAGUAZU,PREVENCIÓN Y SEGURIDAD,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,PREVENCIÓN Y SEGURIDAD,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,PREVENCIÓN Y SEGURIDAD,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,QUIROMASAJE,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CAAGUAZU,QUIROMASAJE,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CAAGUAZU,SANIDAD Y BIENESTAR ANIMAL,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,"Seminario Internacional Denominado ""Metodologias con Enfoques Steam""",SEMIPRESENCIAL_DISTANCIA,,SIN_CLASIFICAR,
CAAGUAZU,TECNICATAURA EN FORMULACION Y EJECUCION DE PROYECTOS PARA LA BUENA GESTION INSTITUCIONAL,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,TECNICATURA EN CONTRATACIONES PUBLICAS,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,TECNICATURA EN ELABORACION Y EVALUACION DE PROYECTOS PUBLICOS,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,TECNICATURA EN GESTION POLITICA ANTI LAVADO DE DINERO,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,TECNICATURA EN GESTION Y DIRECCION DE PROYECTOS,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,TECNICATURA EN METODOLOGIA Y TECNICAS DE INVESTIGACION CIENTIFICA,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,TECNICATURA EN MODELO ESTANDAR DE CONTROL INTERNO PARA LA INSTITUCIONES PUBLICAS DEL PARAGUAY - MECIP,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,TECNICATURA EN POLITICAS PUBLICAS,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,Taller de protección integral a la mujer contra toda forma de violencia,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,Taller de protección integral a la mujer contra toda forma de violencia,PRESENCIAL,,SIN_CLASIFICAR,
CAAGUAZU,Taller de protección integral a la mujer contra toda forma de violencia,PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,Aprendiendo juntos,PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN "" DESARROLLO DE LAS HABILIDADES COMUNICATIVAS EN LENGUA CASTELLANA""",PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""CONSTRUYENDO APRENDIZAJE SIGNIFICATIVO""",PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""CONSTRUYENDO APRENDIZAJES SIGNIFICATIVOS EN LA EPJA""",PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""FORTALECIENDO APRENDIZAJES DE LA EPJA""",PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""LEO, PIENSO Y APRENDO (LPA)""",PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""LEO, PIENSO Y APRENDO (LPA)""",PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""LEO, PIENSO Y APRENDO (LPA)""",PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""LEO, PIENSO, ESCRIBO Y APRENDO (LPEA)""",PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""LEO, PIENSO, ESCRIBO Y APRENDO (LPEA)""",PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""LEO, PIENSO, ESCRIBO Y APRENDO (LPEA)""",PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""MATEMÁTICAS PARAGUAY (MAPARA)""",PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""MATEMÁTICAS PARAGUAY (MAPARA)""",PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAZAPA,"CAPACITACIÓN ""MATEMÁTICAS PARAGUAY (MAPARA)""",PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAZAPA,CIENCIA DEL SUELO Y ORDENAMIENTO TERRITORIAL,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAZAPA,CIENCIA DEL SUELO Y ORDENAMIENTO TERRITORIAL,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAZAPA,CIENCIA DEL SUELO Y ORDENAMIENTO TERRITORIAL,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAZAPA,CIENCIAS BASICAS,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CAAZAPA,Compartiendo conocimientos,PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,Construyendo el aprendizaje de hoy,PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,DESARROLLO RURAL TERRITORIAL,PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,INGLES,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CAAZAPA,MATEMATICAS,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CAAZAPA,PERIODISMO,PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,TEJIENDO SABERES,PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,TUTORÍA VIRTUAL,SEMIPRESENCIAL_DISTANCIA,,SIN_CLASIFICAR,
CAAZAPA,Taller de protección integral a la mujer contra toda forma de violencia,PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,Taller de protección integral a la mujer contra toda forma de violencia,PRESENCIAL,,SIN_CLASIFICAR,
CAAZAPA,Taller de protección integral a la mujer contra toda forma de violencia,PRESENCIAL,,SIN_CLASIFICAR,
CANINDEYU,"CAPACITACIÓN ""ÑAMYENDY TATA MBOHAPYHA""",PRESENCIAL,,SIN_CLASIFICAR,
CANINDEYU,GESTION DEPORTIVA EN FUTBOL DE CAMPO,PRESENCIAL,,SIN_CLASIFICAR,
CANINDEYU,Taller de protección integral a la mujer contra toda forma de violencia,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,ALERGIA E INMUNOLOGIA CLINICA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,"ANESTESIA, ANALGESIA Y REANIMACION",PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,ANESTESIOLOGIA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,ANESTESIOLOGIA Y REANIMACION,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,ANTROPOLOGIA Y GESTION CULTURAL,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,ANTROPOLOGIA Y GESTION CULTURAL,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,ANTROPOLOGIA Y GESTION CULTURAL,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,ANTROPOLOGIA Y GESTION CULTURAL,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,ANTROPOLOGIA Y GESTION CULTURAL,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,ARTES VISUALES,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,"ASESORIA DE IMAGEN, ETIQUETA Y PROTOCOLO",PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,ASISTENTE DENTAL,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,ATENCION INTEGRAL DEL ADULTO MAYOR,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,BANDA DE MUSICOS,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,BIOETICA,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,CALCULISTA DE PRODUCCION,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CAPACITACION EN LENGUA GUARANI,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CAPACITACION EN LENGUA GUARANI,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CAPACITACION EN LENGUA GUARANI PARA PRINCIPIANTES,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CAPACITACIÓN EN EL USO DE LAS HERRAMIENTAS DIGITALES,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CAPELLANIA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIA DEL SUELO Y ORDENAMIENTO TERRITORIAL,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIA DEL SUELO Y ORDENAMIENTO TERRITORIAL,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIA DEL SUELO Y ORDENAMIENTO TERRITORIAL,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIA POLITICA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS AGRARIAS,PRESENCIAL,Ciencias Agricolas,SIN_CLASIFICAR,
CENTRAL,CIENCIAS ATMOSFERICAS,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS BIOLOGICAS,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,CIENCIAS BIOLOGICAS,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,CIENCIAS BIOMOLECULARES,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DE LA COMUNICACION,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DE LA COMUNICACION,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DE LA COMUNICACION,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DE LA COMUNICACION,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DE LA COMUNICACION SOCIAL Y PERIODISMO,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DE LA PISCICULTURA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DE LOS ALIMENTOS,PRESENCIAL,Ingenieria y Tecnologia,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DE LOS ALIMENTOS,PRESENCIAL,Ingenieria y Tecnologia,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DEL DEPORTE,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DEL DEPORTE,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DEL DEPORTE,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DEL DEPORTE,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS DEL MOVIMIENTO HUMANO Y DEL DEPORTE,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS EMPRESARIALES,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS EMPRESARIALES,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS EMPRESARIALES,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS EMPRESARIALES,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS EXACTAS,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,"CIENCIAS EXACTAS, NATURALES Y SUS APLICACIONES",PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS FISICAS DE LA RADIOPROTECCION,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS FISICAS DE LA RADIOPROTECCION,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS GEOGRAFICAS,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS GEOLOGÍA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MATEMATICAS,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MATEMATICAS,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MATEMATICAS,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MENCION BIOLOGIA,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MENCION FISICA,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MENCIÓN  MATEMÁTICA PURA,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MENCIÓN GEOLOGÍA,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MENCIÓN MATEMÁTICA ESTADÍSTICA,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MENCIÓN MATEMÁTICA ESTADÍSTICA,SEMIPRESENCIAL_DISTANCIA,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MENCIÓN QUÍMICA,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,CIENCIAS MILITARES,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS POLITICAS,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS POLITICAS Y RELACIONES INTERNACIONALES,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS SOCIALES,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS SOCIALES,SEMIPRESENCIAL_DISTANCIA,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS SOCIALES,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS SOCIALES,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS SOCIALES,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS SOCIALES,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIENCIAS SOCIALES,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIRUGIA CARDIACA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,CIRUGIA DE TRAUMA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,"CIRUGIA DEL COLON, RECTO Y ANO",PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,CIRUGIA GENERAL,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,CIRUGIA PEDIATRICA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,CIRUGIA VASCULAR PERIFERICA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,CIRUGÍA DE CABEZA Y CUELLO,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CIRUGÍA TORÁCICA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,COMUNICACION AUDIOVISUAL,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,COMUNICACION BILINGUE CASTELLANO - INGLES,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,COMUNICACION BILINGUE CASTELLANO - INGLES,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,COMUNICACION SOCIAL Y MEDIOS ALTERNATIVOS A LA COMUNICACION,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,COMUNICACIÓN BILINGÜE CASTELLANO - INGLÉS,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CONDUCCION DE MAQUINAS PESADAS,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CONSEJERIA PASTORAL,SEMIPRESENCIAL_DISTANCIA,Humanidades,SIN_CLASIFICAR,
CENTRAL,CONSEJERIA PASTORAL,SEMIPRESENCIAL_DISTANCIA,Humanidades,SIN_CLASIFICAR,
CENTRAL,CONTRATACIONES PUBLICAS,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,CONTROL DE TRANSITO AEREO,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CONTROL DE TRANSITO AEREO,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CONTROL DE TRANSITO AEREO,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CONTROL DE TRANSITO AEREO,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CONTROL DE TRANSITO AEREO,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,"CUIDADO ALTERNATIVO DE NIÑAS, NIÑOS Y ADOLESCENTES SEPARADOS DE SU ENTORNO FAMILIAR",PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,CUIDADOS PALIATIVOS,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,CUIDADOS PALIATIVOS,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,Capellanía y liderazgo cristiano,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,Ciencias - Estadística,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,Ciencias - Física,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,Ciencias - Matemáticas (Puras),PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,Ciencias - Química,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,Ciencias Físicas,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,Ciencias Matemáticas - Estadística,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,Ciencias Químico Biológicas Mención: Química de Productos Naturales,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,Ciencias con Mención: Biología de la Conservación,PRESENCIAL,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,DANZA,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,"DEMOGRAFIA, POBLACION Y DESARROLLO",PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DERMATOLOGIA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,DERMATOLOGIA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,DESARROLLO,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DESARROLLO LOCAL SOSTENIBLE,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DESARROLLO LOCAL SOSTENIBLE,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DESARROLLO LOCAL SOSTENIBLE,SEMIPRESENCIAL_DISTANCIA,,SIN_CLASIFICAR,
CENTRAL,DESARROLLO RURAL TERRITORIAL,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DIAGNOSTICO POR IMAGENES,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE INDUMENTARIA ESCENICA Y URBANA,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE INTERIORES,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODA EN INDUMENTARIA FEMENINA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODA EN INDUMENTARIA FEMENINA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODA EN INDUMENTARIA FEMENINA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODA EN INDUMENTARIA FEMENINA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODA EN INDUMENTARIA FEMENINA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODA EN INDUMENTARIA FEMENINA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODA EN INDUMENTARIA FEMENINA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODA EN INDUMENTARIA FEMENINA,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODAS,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODAS,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODAS,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODAS,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODAS,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODAS,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODAS,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODAS,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO DE MODAS,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO GRAFICO,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO GRAFICO,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO GRAFICO,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO GRAFICO,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO TEXTIL E INDUMENTARIA,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,DISEÑO Y COMUNICACION GRAFICA,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,Diseño de Muebles,PRESENCIAL,Humanidades,SIN_CLASIFICAR,
CENTRAL,Drenaje Linfático Manual,PRESENCIAL,,SIN_CLASIFICAR,
CENTRAL,ECOGRAFIA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,ELABORACION DE PROYECTOS,PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,"ELABORACION, EVALUACION Y GESTION DE PROYECTOS",SEMIPRESENCIAL_DISTANCIA,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,"ELABORACION, GESTION Y EVALUACION DE PROYECTOS DE INVESTIGACION CIENTIFICA",PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,"ELABORACION, GESTION Y EVALUACION DE PROYECTOS DE INVESTIGACION CIENTIFICA",PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,"ELABORACION, GESTION Y EVALUACION DE PROYECTOS DE INVESTIGACION CIENTIFICA",PRESENCIAL,Ciencias Sociales,SIN_CLASIFICAR,
CENTRAL,EMERGENTOLOGIA PEDIATRICA,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,ENDOCRINOLOGIA Y METABOLISMO,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,"ENERGIA PARA EL DESARROLLO SOSTENIBLE, ENERGIAS RENOVABLES Y EFICIENCIA ENERGETICA",PRESENCIAL,Ingenieria y Tecnologia,SIN_CLASIFICAR,
CENTRAL,ENFERMEDADES AUTOINMUNES,PRESENCIAL,Ciencias Medicas y Salud,SIN_CLASIFICAR,
CENTRAL,ENSEÑANZA DE LA MATEMÁTICA,SEMIPRESENCIAL_DISTANCIA,Ciencias Naturales,SIN_CLASIFICAR,
CENTRAL,ESPECIALIZACION EN EVALUACION DE LOS APRENDIZAJES,SEMIPRESENCIAL_DISTANCIA,Ciencias Sociales,SIN_CLASIFICAR,
