DPTO_NORM,AREA,CARRERAS_AREA_TOTAL,CARRERAS_AREA_PRES
BOQUERON,4173,1,1.0
BOQUERON,4179,1,1.0
BOQUERON,4186,1,1.0
BOQUERON,4197,2,1.0
BOQUERON,4211,1,1.0
BOQUERON,4259,17,17.0
BOQUERON,4260,2,2.0
BOQUERON,4264,1,1.0
BOQUERON,4294,1,1.0
BOQUERON,4297,1,1.0
BOQUERON,4335,1,0.0
BOQUERON,4385,1,1.0
BOQUERON,4408,1,1.0
BOQUERON,4473,1,1.0
BOQUERON,4484,1,0.0
BOQUERON,4496,1,1.0
BOQUERON,4547,1,1.0
BOQUERON,4601,1,0.0
BOQUERON,4612,1,0.0
BOQUERON,4613,1,0.0
BOQUERON,4713,2,2.0
BOQUERON,4776,1,1.0
BOQUERON,4817,1,1.0
BOQUERON,4834,1,0.0
BOQUERON,4889,5,4.0
BOQUERON,4940,1,1.0
BOQUERON,5055,2,2.0
BOQUERON,Administración de empresas y derecho,17,17.0
BOQUERON,"Agricultura, silvicultura, pesca y veterinaria",2,2.0
BOQUERON,"Ciencias naturales, matemáticas y estadística",1,1.0
BOQUERON,Educación,10,10.0
BOQUERON,Salud y bienestar,42,42.0
CAAGUAZU,1085,1,1.0
CAAGUAZU,2450,2,2.0
CAAGUAZU,2453,2,2.0
CAAGUAZU,2468,3,3.0
CAAGUAZU,2587,9,9.0
CAAGUAZU,2607,1,1.0
CAAGUAZU,2704,3,3.0
CAAGUAZU,2719,1,1.0
CAAGUAZU,2782,2,2.0
CAAGUAZU,2792,2,1.0
CAAGUAZU,2816,1,1.0
CAAGUAZU,2817,1,1.0
CAAGUAZU,2818,11,11.0
CAAGUAZU,2821,2,2.0
CAAGUAZU,2824,1,1.0
CAAGUAZU,2880,1,1.0
CAAGUAZU,2961,1,1.0
CAAGUAZU,3078,1,1.0
CAAGUAZU,3079,2,1.0
CAAGUAZU,3097,1,1.0
CAAGUAZU,3136,6,2.0
CAAGUAZU,3174,2,2.0
CAAGUAZU,3232,2,2.0
CAAGUAZU,3257,2,2.0
CAAGUAZU,3294,1,1.0
CAAGUAZU,3316,1,1.0
CAAGUAZU,3332,3,3.0
CAAGUAZU,3339,1,1.0
CAAGUAZU,3343,2,2.0
CAAGUAZU,3360,1,1.0
CAAGUAZU,3361,1,1.0
CAAGUAZU,3377,1,1.0
CAAGUAZU,3457,1,1.0
CAAGUAZU,3470,2,2.0
CAAGUAZU,3519,11,7.0
CAAGUAZU,3520,1,1.0
CAAGUAZU,3521,1,1.0
CAAGUAZU,3522,1,1.0
CAAGUAZU,3523,1,1.0
CAAGUAZU,3524,1,1.0
CAAGUAZU,3526,1,1.0
CAAGUAZU,3527,1,1.0
CAAGUAZU,3528,1,1.0
CAAGUAZU,3529,1,1.0
CAAGUAZU,3530,1,1.0
CAAGUAZU,3575,1,1.0
CAAGUAZU,3672,1,1.0
CAAGUAZU,3699,2,2.0
CAAGUAZU,3708,3,3.0
CAAGUAZU,3714,4,4.0
CAAGUAZU,3717,2,2.0
CAAGUAZU,3724,6,6.0
CAAGUAZU,3734,1,1.0
CAAGUAZU,3785,1,1.0
CAAGUAZU,3786,1,1.0
CAAGUAZU,3845,1,1.0
CAAGUAZU,3847,3,3.0
CAAGUAZU,3849,1,1.0
CAAGUAZU,3926,1,1.0
CAAGUAZU,3928,1,1.0
CAAGUAZU,3930,1,1.0
CAAGUAZU,3931,1,1.0
CAAGUAZU,3932,1,1.0
CAAGUAZU,3933,1,1.0
CAAGUAZU,3934,1,1.0
CAAGUAZU,3935,1,1.0
CAAGUAZU,3936,1,1.0
CAAGUAZU,3937,1,1.0
CAAGUAZU,3938,1,1.0
CAAGUAZU,3939,1,1.0
CAAGUAZU,3940,1,1.0
CAAGUAZU,3941,1,1.0
CAAGUAZU,3942,1,1.0
CAAGUAZU,3943,1,1.0
CAAGUAZU,3944,1,1.0
CAAGUAZU,3945,1,1.0
CAAGUAZU,3946,1,1.0
CAAGUAZU,3977,2,2.0
CAAGUAZU,3978,1,1.0
CAAGUAZU,3979,3,3.0
CAAGUAZU,3982,1,1.0
CAAGUAZU,3985,5,5.0
CAAGUAZU,4012,4,4.0
CAAGUAZU,4035,1,1.0
CAAGUAZU,4036,1,1.0
CAAGUAZU,4038,1,1.0
CAAGUAZU,4039,2,1.0
CAAGUAZU,4065,1,1.0
CAAGUAZU,4115,1,1.0
CAAGUAZU,4116,1,1.0
CAAGUAZU,4118,3,3.0
CAAGUAZU,4144,1,1.0
CAAGUAZU,4154,11,11.0
CAAGUAZU,4159,1,1.0
CAAGUAZU,4171,1,1.0
CAAGUAZU,4173,3,3.0
CAAGUAZU,4175,1,1.0
CAAGUAZU,4176,1,1.0
CAAGUAZU,4180,1,1.0
CAAGUAZU,4197,4,4.0
CAAGUAZU,4206,1,1.0
CAAGUAZU,4211,3,3.0
CAAGUAZU,4224,3,3.0
CAAGUAZU,4226,3,3.0
CAAGUAZU,4244,1,1.0
CAAGUAZU,4247,13,10.0
CAAGUAZU,4252,24,23.0
CAAGUAZU,4255,2,2.0
CAAGUAZU,4256,3,3.0
CAAGUAZU,4259,49,49.0
CAAGUAZU,4260,4,4.0
CAAGUAZU,4261,1,1.0
CAAGUAZU,4263,5,5.0
CAAGUAZU,4264,2,2.0
CAAGUAZU,4265,1,1.0
CAAGUAZU,4298,14,6.0
CAAGUAZU,4299,2,1.0
CAAGUAZU,4334,9,9.0
CAAGUAZU,4335,1,0.0
CAAGUAZU,4357,1,1.0
CAAGUAZU,4366,1,0.0
CAAGUAZU,4413,3,3.0
CAAGUAZU,4447,1,1.0
CAAGUAZU,4473,9,4.0
CAAGUAZU,4478,1,1.0
CAAGUAZU,4484,3,2.0
CAAGUAZU,4486,1,1.0
CAAGUAZU,4495,1,1.0
CAAGUAZU,4496,1,1.0
CAAGUAZU,4499,1,1.0
CAAGUAZU,4510,1,1.0
CAAGUAZU,4524,1,1.0
CAAGUAZU,4526,1,0.0
CAAGUAZU,4546,1,1.0
CAAGUAZU,4547,6,5.0
CAAGUAZU,4570,1,1.0
CAAGUAZU,4571,1,1.0
CAAGUAZU,4576,2,2.0
CAAGUAZU,4577,1,1.0
CAAGUAZU,4581,1,1.0
CAAGUAZU,4583,1,0.0
CAAGUAZU,4584,1,0.0
CAAGUAZU,4585,1,0.0
CAAGUAZU,4601,3,0.0
CAAGUAZU,4603,1,1.0
CAAGUAZU,4615,1,1.0
CAAGUAZU,4622,4,3.0
CAAGUAZU,4636,1,1.0
CAAGUAZU,4640,4,4.0
CAAGUAZU,4649,3,3.0
CAAGUAZU,4651,1,1.0
CAAGUAZU,4668,2,2.0
CAAGUAZU,4669,5,3.0
CAAGUAZU,4670,3,2.0
CAAGUAZU,4678,3,3.0
CAAGUAZU,4687,1,0.0
CAAGUAZU,4702,17,11.0
CAAGUAZU,4713,24,24.0
CAAGUAZU,4723,1,1.0
CAAGUAZU,4741,1,1.0
CAAGUAZU,4742,5,3.0
CAAGUAZU,4776,3,3.0
CAAGUAZU,4834,1,0.0
CAAGUAZU,4889,2,2.0
CAAGUAZU,4894,9,9.0
CAAGUAZU,4895,14,14.0
CAAGUAZU,4896,3,3.0
CAAGUAZU,4911,1,1.0
CAAGUAZU,4918,1,1.0
CAAGUAZU,4932,1,1.0
CAAGUAZU,4940,3,3.0
CAAGUAZU,5010,3,1.0
CAAGUAZU,5055,6,6.0
CAAGUAZU,5061,1,1.0
CAAGUAZU,5062,1,1.0
CAAGUAZU,5064,1,1.0
CAAGUAZU,5066,1,1.0
CAAGUAZU,5067,1,1.0
CAAGUAZU,5104,1,1.0
CAAGUAZU,5109,1,1.0
CAAGUAZU,5282,1,1.0
CAAGUAZU,5283,1,1.0
CAAGUAZU,5284,3,0.0
CAAGUAZU,5331,1,1.0
CAAGUAZU,560,1,1.0
CAAGUAZU,Administración de empresas y derecho,141,140.0
CAAGUAZU,"Agricultura, silvicultura, pesca y veterinaria",23,23.0
CAAGUAZU,Artes y humanidades,3,3.0
CAAGUAZU,"Ciencias naturales, matemáticas y estadística",7,7.0
CAAGUAZU,"Ciencias sociales, periodismo e información",16,16.0
CAAGUAZU,Educación,100,100.0
CAAGUAZU,"Ingeniería, industria y construcción",27,27.0
CAAGUAZU,Salud y bienestar,139,139.0
CAAGUAZU,Servicios,3,3.0
CAAGUAZU,Tecnologías de la información y la comunicación (TIC),34,34.0
CAAZAPA,1162,1,1.0
CAAZAPA,2806,1,1.0
CAAZAPA,3078,1,1.0
CAAZAPA,3079,3,2.0
CAAZAPA,3136,1,1.0
CAAZAPA,3230,2,1.0
CAAZAPA,3257,2,2.0
CAAZAPA,3339,1,1.0
CAAZAPA,3470,3,3.0
CAAZAPA,3519,3,3.0
CAAZAPA,3553,1,1.0
CAAZAPA,3564,1,1.0
CAAZAPA,3565,1,1.0
CAAZAPA,3566,1,1.0
CAAZAPA,3567,1,1.0
CAAZAPA,3569,1,1.0
CAAZAPA,3570,1,1.0
CAAZAPA,3572,1,1.0
CAAZAPA,3672,2,1.0
CAAZAPA,3714,1,1.0
CAAZAPA,3736,1,1.0
CAAZAPA,3952,1,1.0
CAAZAPA,3979,2,2.0
CAAZAPA,3985,5,5.0
CAAZAPA,4009,1,1.0
CAAZAPA,4012,4,4.0
CAAZAPA,4017,1,1.0
CAAZAPA,4026,1,1.0
CAAZAPA,4172,1,0.0
CAAZAPA,4173,2,2.0
CAAZAPA,4194,1,1.0
CAAZAPA,4197,4,3.0
CAAZAPA,4211,3,3.0
CAAZAPA,4219,3,3.0
CAAZAPA,4220,3,3.0
CAAZAPA,4221,3,3.0
CAAZAPA,4224,2,2.0
CAAZAPA,4247,6,1.0
CAAZAPA,4259,22,22.0
CAAZAPA,4260,5,5.0
CAAZAPA,4263,2,2.0
CAAZAPA,4264,4,4.0
CAAZAPA,4268,1,0.0
CAAZAPA,4296,1,0.0
CAAZAPA,4298,4,2.0
CAAZAPA,4314,1,1.0
CAAZAPA,4357,4,3.0
CAAZAPA,4366,1,0.0
CAAZAPA,4473,6,5.0
CAAZAPA,4484,1,1.0
CAAZAPA,4496,1,1.0
CAAZAPA,4507,1,1.0
CAAZAPA,4547,6,5.0
CAAZAPA,4562,1,0.0
CAAZAPA,4571,2,2.0
CAAZAPA,4601,3,0.0
CAAZAPA,4604,1,0.0
CAAZAPA,4688,1,0.0
CAAZAPA,4702,6,4.0
CAAZAPA,4712,1,1.0
CAAZAPA,4713,4,4.0
CAAZAPA,4776,3,2.0
CAAZAPA,4822,1,1.0
CAAZAPA,4889,1,1.0
CAAZAPA,4896,1,1.0
CAAZAPA,4913,1,1.0
CAAZAPA,4940,3,3.0
CAAZAPA,5284,1,1.0
CAAZAPA,Administración de empresas y derecho,30,30.0
CAAZAPA,"Agricultura, silvicultura, pesca y veterinaria",6,6.0
CAAZAPA,"Ciencias naturales, matemáticas y estadística",5,5.0
CAAZAPA,"Ciencias sociales, periodismo e información",3,3.0
CAAZAPA,Educación,31,31.0
CAAZAPA,Salud y bienestar,47,47.0
CAAZAPA,Tecnologías de la información y la comunicación (TIC),5,5.0
CANINDEYU,2450,1,1.0
CANINDEYU,2607,1,1.0
CANINDEYU,2776,1,1.0
CANINDEYU,2818,1,1.0
CANINDEYU,3078,1,1.0
CANINDEYU,3470,1,1.0
CANINDEYU,3504,1,1.0
CANINDEYU,3505,1,1.0
CANINDEYU,3672,2,1.0
CANINDEYU,3714,2,2.0
CANINDEYU,3738,1,1.0
CANINDEYU,3979,1,1.0
CANINDEYU,3985,1,1.0
CANINDEYU,4012,1,1.0
CANINDEYU,4173,1,1.0
CANINDEYU,4197,1,1.0
CANINDEYU,4211,1,1.0
CANINDEYU,4224,1,1.0
CANINDEYU,4247,1,1.0
CANINDEYU,4259,4,4.0
CANINDEYU,4260,1,1.0
CANINDEYU,4261,2,2.0
CANINDEYU,4263,2,2.0
CANINDEYU,4298,1,0.0
CANINDEYU,4357,1,1.0
CANINDEYU,4434,1,1.0
CANINDEYU,4473,1,0.0
CANINDEYU,4474,1,0.0
CANINDEYU,4484,1,0.0
CANINDEYU,4496,1,1.0
CANINDEYU,4601,1,0.0
CANINDEYU,4614,1,1.0
CANINDEYU,4637,1,1.0
CANINDEYU,4669,1,0.0
CANINDEYU,4688,1,0.0
CANINDEYU,4702,2,0.0
CANINDEYU,4708,2,2.0
CANINDEYU,4712,3,3.0
CANINDEYU,4713,2,2.0
CANINDEYU,4756,1,0.0
CANINDEYU,4776,1,1.0
CANINDEYU,4834,1,0.0
CANINDEYU,4904,1,1.0
CANINDEYU,4915,1,1.0
CANINDEYU,4940,1,1.0
CANINDEYU,807,1,1.0
CANINDEYU,Administración de empresas y derecho,34,33.0
CANINDEYU,"Agricultura, silvicultura, pesca y veterinaria",10,10.0
CANINDEYU,"Ciencias naturales, matemáticas y estadística",3,3.0
CANINDEYU,Educación,23,21.0
CANINDEYU,"Ingeniería, industria y construcción",1,1.0
CANINDEYU,Salud y bienestar,23,23.0
CANINDEYU,Servicios,3,3.0
CANINDEYU,Tecnologías de la información y la comunicación (TIC),6,6.0
CENTRAL,1162,1,1.0
CENTRAL,129,1,1.0
CENTRAL,1293,1,1.0
CENTRAL,1334,1,1.0
CENTRAL,2237,1,1.0
CENTRAL,2253,1,1.0
CENTRAL,2254,2,2.0
CENTRAL,2435,8,8.0
CENTRAL,2438,1,1.0
CENTRAL,2440,1,1.0
CENTRAL,2450,1,1.0
CENTRAL,2455,4,4.0
CENTRAL,2456,2,2.0
CENTRAL,2468,3,3.0
CENTRAL,2563,1,1.0
CENTRAL,2587,6,6.0
CENTRAL,2604,12,12.0
CENTRAL,2605,5,5.0
CENTRAL,2607,2,2.0
CENTRAL,2665,1,1.0
CENTRAL,2675,1,1.0
CENTRAL,2785,11,11.0
CENTRAL,2792,4,4.0
CENTRAL,2804,1,1.0
CENTRAL,2807,2,2.0
CENTRAL,2817,1,1.0
CENTRAL,2818,13,13.0
CENTRAL,2820,7,7.0
CENTRAL,2821,2,2.0
CENTRAL,2824,1,1.0
CENTRAL,2875,1,1.0
CENTRAL,2880,6,6.0
CENTRAL,2889,2,2.0
CENTRAL,2898,1,0.0
CENTRAL,2943,4,4.0
CENTRAL,2974,2,2.0
CENTRAL,3019,1,1.0
CENTRAL,3040,1,1.0
CENTRAL,3055,1,1.0
CENTRAL,3059,1,1.0
CENTRAL,3064,5,5.0
CENTRAL,3078,1,1.0
CENTRAL,3079,12,8.0
CENTRAL,3093,1,1.0
CENTRAL,3097,3,3.0
CENTRAL,3136,9,5.0
CENTRAL,3141,25,8.0
CENTRAL,319,1,1.0
CENTRAL,3227,3,3.0
CENTRAL,3228,3,3.0
CENTRAL,3234,1,1.0
CENTRAL,3235,1,1.0
CENTRAL,3236,1,1.0
CENTRAL,3243,1,1.0
CENTRAL,3247,1,1.0
CENTRAL,3252,1,1.0
CENTRAL,3256,1,1.0
CENTRAL,3257,1,1.0
CENTRAL,3273,2,2.0
CENTRAL,3275,1,1.0
CENTRAL,3288,1,1.0
CENTRAL,3326,1,0.0
CENTRAL,3328,1,1.0
CENTRAL,3332,1,1.0
CENTRAL,3333,1,1.0
CENTRAL,3339,4,4.0
CENTRAL,3343,2,2.0
CENTRAL,3348,1,1.0
CENTRAL,3438,1,1.0
CENTRAL,3457,1,1.0
CENTRAL,3470,2,2.0
CENTRAL,3519,34,24.0
CENTRAL,3545,1,1.0
CENTRAL,3571,1,1.0
CENTRAL,3591,1,1.0
CENTRAL,3616,2,2.0
CENTRAL,3698,7,7.0
CENTRAL,3703,5,5.0
CENTRAL,3707,2,2.0
CENTRAL,3708,1,1.0
CENTRAL,3710,6,6.0
CENTRAL,3714,7,7.0
CENTRAL,3715,13,13.0
CENTRAL,3716,8,8.0
CENTRAL,3719,2,2.0
CENTRAL,372,2,2.0
CENTRAL,3721,1,1.0
CENTRAL,3722,8,5.0
CENTRAL,3724,7,7.0
CENTRAL,3729,1,1.0
CENTRAL,3742,1,1.0
CENTRAL,3743,1,1.0
CENTRAL,3744,1,1.0
CENTRAL,3745,1,1.0
CENTRAL,3746,1,1.0
CENTRAL,3747,1,1.0
CENTRAL,3748,1,1.0
CENTRAL,3752,2,2.0
CENTRAL,3778,1,1.0
CENTRAL,3779,1,1.0
CENTRAL,3780,1,1.0
CENTRAL,3781,1,1.0
CENTRAL,3782,1,1.0
CENTRAL,3783,1,1.0
CENTRAL,3784,1,1.0
CENTRAL,3785,1,1.0
CENTRAL,3786,1,1.0
CENTRAL,3787,1,1.0
CENTRAL,3789,1,1.0
CENTRAL,3790,1,1.0
CENTRAL,3791,1,1.0
CENTRAL,3792,1,1.0
CENTRAL,3793,1,1.0
CENTRAL,3794,2,2.0
CENTRAL,3795,1,1.0
CENTRAL,3796,1,1.0
CENTRAL,3797,1,1.0
CENTRAL,3799,2,2.0
CENTRAL,3800,1,1.0
CENTRAL,3801,3,3.0
CENTRAL,3802,3,3.0
CENTRAL,3803,1,1.0
CENTRAL,3804,1,1.0
CENTRAL,3806,1,1.0
CENTRAL,3807,1,1.0
CENTRAL,3808,1,1.0
CENTRAL,3809,1,1.0
CENTRAL,3810,1,1.0
CENTRAL,3811,1,1.0
CENTRAL,3812,1,1.0
CENTRAL,3813,1,1.0
CENTRAL,3814,1,1.0
CENTRAL,3815,1,1.0
CENTRAL,3816,1,1.0
CENTRAL,3817,1,1.0
CENTRAL,3818,1,1.0
CENTRAL,3819,1,1.0
CENTRAL,3820,1,1.0
CENTRAL,3821,1,1.0
CENTRAL,3822,1,1.0
CENTRAL,3823,1,1.0
CENTRAL,3825,1,1.0
CENTRAL,3826,1,1.0
CENTRAL,3827,1,1.0
CENTRAL,3828,1,1.0
CENTRAL,3829,1,1.0
CENTRAL,3831,9,8.0
CENTRAL,3832,6,5.0
CENTRAL,3833,8,8.0
CENTRAL,3834,3,3.0
CENTRAL,3835,6,6.0
CENTRAL,3836,2,2.0
CENTRAL,3837,1,1.0
CENTRAL,3838,1,1.0
CENTRAL,3840,1,1.0
CENTRAL,3841,1,1.0
CENTRAL,3842,1,1.0
CENTRAL,3844,1,1.0
CENTRAL,3847,3,3.0
CENTRAL,3848,1,1.0
CENTRAL,3926,1,1.0
CENTRAL,3947,1,1.0
CENTRAL,3948,1,1.0
CENTRAL,3949,1,1.0
CENTRAL,3950,1,1.0
CENTRAL,3954,1,1.0
CENTRAL,3955,1,1.0
CENTRAL,3960,1,1.0
CENTRAL,3961,1,1.0
CENTRAL,3967,3,2.0
CENTRAL,3970,1,1.0
CENTRAL,3971,1,1.0
CENTRAL,3979,2,2.0
CENTRAL,3984,1,1.0
CENTRAL,3985,3,3.0
CENTRAL,4008,1,1.0
CENTRAL,4009,2,2.0
CENTRAL,4012,2,2.0
CENTRAL,4070,1,1.0
CENTRAL,4072,1,1.0
CENTRAL,4074,1,1.0
CENTRAL,4075,1,1.0
CENTRAL,4077,1,1.0
CENTRAL,4078,1,1.0
CENTRAL,4079,1,1.0
CENTRAL,4080,1,1.0
CENTRAL,4081,1,1.0
CENTRAL,4084,1,1.0
CENTRAL,4089,1,1.0
CENTRAL,4090,1,1.0
CENTRAL,4105,1,1.0
CENTRAL,4107,1,1.0
CENTRAL,4108,1,1.0
CENTRAL,4109,1,1.0
CENTRAL,4111,1,1.0
CENTRAL,4112,1,1.0
CENTRAL,4125,1,1.0
CENTRAL,4132,1,1.0
CENTRAL,4135,1,1.0
CENTRAL,4138,1,1.0
CENTRAL,4143,1,1.0
CENTRAL,4159,1,1.0
CENTRAL,4160,1,1.0
CENTRAL,4167,1,1.0
CENTRAL,4173,1,1.0
CENTRAL,4197,2,2.0
CENTRAL,4198,1,1.0
CENTRAL,4211,2,2.0
CENTRAL,4224,2,2.0
CENTRAL,4228,1,1.0
CENTRAL,4242,1,1.0
CENTRAL,4246,1,1.0
CENTRAL,4247,16,8.0
CENTRAL,4255,3,3.0
CENTRAL,4256,7,7.0
CENTRAL,4257,2,2.0
CENTRAL,4259,45,44.0
CENTRAL,4260,6,6.0
CENTRAL,4261,4,4.0
CENTRAL,4263,4,4.0
CENTRAL,4264,5,5.0
CENTRAL,4265,3,3.0
CENTRAL,4298,22,12.0
CENTRAL,4299,1,0.0
CENTRAL,4302,1,1.0
CENTRAL,4304,1,1.0
CENTRAL,4332,1,1.0
CENTRAL,4340,3,3.0
CENTRAL,4343,4,4.0
CENTRAL,4354,6,6.0
CENTRAL,4357,2,2.0
CENTRAL,4366,1,0.0
CENTRAL,4382,1,1.0
CENTRAL,4385,2,2.0
CENTRAL,4386,4,3.0
CENTRAL,4412,3,3.0
CENTRAL,4413,6,6.0
CENTRAL,4414,6,6.0
CENTRAL,4415,1,1.0
CENTRAL,4416,2,2.0
CENTRAL,4418,1,1.0
CENTRAL,4428,2,2.0
CENTRAL,4429,1,1.0
CENTRAL,4430,1,1.0
CENTRAL,4432,1,1.0
CENTRAL,4435,1,1.0
CENTRAL,4448,1,1.0
CENTRAL,4464,1,1.0
CENTRAL,4473,18,10.0
CENTRAL,4484,1,0.0
CENTRAL,4496,3,3.0
CENTRAL,4501,3,3.0
CENTRAL,4502,1,1.0
CENTRAL,4507,1,1.0
CENTRAL,4547,19,16.0
CENTRAL,4548,1,0.0
CENTRAL,4550,1,1.0
CENTRAL,4557,1,1.0
CENTRAL,4560,1,1.0
CENTRAL,4569,1,1.0
CENTRAL,4572,1,1.0
CENTRAL,4586,2,0.0
CENTRAL,4593,1,1.0
CENTRAL,4601,2,0.0
CENTRAL,4609,3,3.0
CENTRAL,4610,3,3.0
CENTRAL,4622,3,2.0
CENTRAL,4625,1,1.0
CENTRAL,4628,1,1.0
CENTRAL,4629,1,1.0
CENTRAL,4630,1,1.0
CENTRAL,4634,2,0.0
CENTRAL,4636,1,1.0
CENTRAL,4639,5,5.0
CENTRAL,4650,1,1.0
CENTRAL,4651,1,1.0
CENTRAL,4652,1,1.0
CENTRAL,4668,1,1.0
CENTRAL,4669,8,6.0
CENTRAL,4670,4,3.0
CENTRAL,4678,7,5.0
CENTRAL,4679,1,0.0
CENTRAL,4680,1,0.0
CENTRAL,4688,3,0.0
CENTRAL,4702,21,10.0
CENTRAL,4712,1,1.0
CENTRAL,4713,26,26.0
CENTRAL,4714,2,2.0
CENTRAL,4737,1,1.0
CENTRAL,4740,2,2.0
CENTRAL,4776,2,2.0
CENTRAL,4785,1,1.0
CENTRAL,4806,2,2.0
CENTRAL,4820,1,1.0
CENTRAL,4832,2,2.0
CENTRAL,4834,1,0.0
CENTRAL,4842,2,2.0
CENTRAL,4850,1,1.0
CENTRAL,4851,4,4.0
CENTRAL,4885,1,1.0
CENTRAL,4889,10,9.0
CENTRAL,4894,5,5.0
CENTRAL,4895,5,5.0
CENTRAL,4896,5,5.0
CENTRAL,4898,1,1.0
CENTRAL,4925,1,1.0
CENTRAL,4940,2,2.0
CENTRAL,4957,2,2.0
CENTRAL,5004,1,1.0
CENTRAL,5010,3,2.0
CENTRAL,5017,1,1.0
CENTRAL,5037,1,0.0
CENTRAL,505,1,1.0
CENTRAL,5055,7,7.0
CENTRAL,511,1,1.0
CENTRAL,5136,1,0.0
CENTRAL,5177,1,1.0
CENTRAL,5284,2,0.0
CENTRAL,5285,1,0.0
CENTRAL,5291,1,0.0
CENTRAL,5292,1,1.0
CENTRAL,5293,1,0.0
CENTRAL,534,1,1.0
CENTRAL,718,1,1.0
CENTRAL,889,8,8.0
CENTRAL,922,1,1.0
CENTRAL,943,1,1.0
CENTRAL,963,1,1.0
CENTRAL,975,1,1.0
CENTRAL,Administración de empresas y derecho,419,408.0
CENTRAL,"Agricultura, silvicultura, pesca y veterinaria",30,30.0
CENTRAL,Artes y humanidades,50,46.0
CENTRAL,"Ciencias naturales, matemáticas y estadística",71,70.0
CENTRAL,"Ciencias sociales, periodismo e información",54,53.0
CENTRAL,Educación,198,185.0
CENTRAL,"Ingeniería, industria y construcción",72,68.0
CENTRAL,Salud y bienestar,577,557.0
CENTRAL,Servicios,42,42.0
CENTRAL,Tecnologías de la información y la comunicación (TIC),47,44.0
CONCEPCION,207,1,1.0
CONCEPCION,2438,1,1.0
CONCEPCION,2450,3,3.0
CONCEPCION,2571,1,1.0
CONCEPCION,2719,1,1.0
CONCEPCION,2792,1,1.0
CONCEPCION,2834,1,1.0
CONCEPCION,2943,1,1.0
CONCEPCION,2949,1,1.0
CONCEPCION,2974,1,1.0
CONCEPCION,3077,3,2.0
CONCEPCION,3078,2,2.0
CONCEPCION,3079,1,1.0
CONCEPCION,3136,5,3.0
CONCEPCION,3169,1,1.0
CONCEPCION,3170,1,1.0
CONCEPCION,3171,3,3.0
CONCEPCION,3257,2,2.0
CONCEPCION,3339,1,1.0
CONCEPCION,3343,1,1.0
CONCEPCION,3455,1,1.0
CONCEPCION,3470,3,2.0
CONCEPCION,3519,2,1.0
CONCEPCION,3573,1,1.0
CONCEPCION,3672,2,1.0
CONCEPCION,3690,1,1.0
CONCEPCION,3691,1,1.0
CONCEPCION,3716,1,1.0
CONCEPCION,3738,1,1.0
CONCEPCION,3752,1,1.0
CONCEPCION,3926,1,1.0
CONCEPCION,3963,1,1.0
CONCEPCION,3979,2,2.0
CONCEPCION,3985,3,3.0
CONCEPCION,4009,1,1.0
CONCEPCION,4012,2,2.0
CONCEPCION,4031,1,1.0
CONCEPCION,4032,1,1.0
CONCEPCION,4173,1,1.0
CONCEPCION,4197,3,3.0
CONCEPCION,4211,3,3.0
CONCEPCION,4224,2,2.0
CONCEPCION,4247,5,2.0
CONCEPCION,4259,17,17.0
CONCEPCION,4260,4,4.0
CONCEPCION,4263,2,2.0
CONCEPCION,4264,2,2.0
CONCEPCION,4265,1,1.0
CONCEPCION,4273,1,1.0
CONCEPCION,4298,6,2.0
CONCEPCION,4325,1,1.0
CONCEPCION,4357,2,2.0
CONCEPCION,4366,2,0.0
CONCEPCION,4369,1,1.0
CONCEPCION,4385,1,1.0
CONCEPCION,4473,3,2.0
CONCEPCION,4478,1,1.0
CONCEPCION,4484,1,1.0
CONCEPCION,4529,1,1.0
CONCEPCION,4547,3,3.0
CONCEPCION,4571,1,1.0
CONCEPCION,4601,1,0.0
CONCEPCION,4611,1,0.0
CONCEPCION,4622,1,0.0
CONCEPCION,4668,2,1.0
CONCEPCION,4669,3,2.0
CONCEPCION,4670,2,1.0
CONCEPCION,4678,1,1.0
CONCEPCION,4688,1,0.0
CONCEPCION,4702,4,1.0
CONCEPCION,4712,2,2.0
CONCEPCION,4713,8,8.0
CONCEPCION,4734,1,1.0
CONCEPCION,4776,2,2.0
CONCEPCION,4788,1,1.0
CONCEPCION,4820,1,1.0
CONCEPCION,4832,1,1.0
CONCEPCION,4834,1,0.0
CONCEPCION,4889,3,3.0
CONCEPCION,4895,2,2.0
CONCEPCION,4940,2,2.0
CONCEPCION,5010,1,1.0
CONCEPCION,5055,1,1.0
CONCEPCION,5284,1,0.0
CONCEPCION,Administración de empresas y derecho,59,59.0
